date,total_trades,winning_trades,win_rate,total_profit,avg_profit,avg_profit_pct,max_drawdown,quantum_accuracy
2025-03-24 15:59:52.422375,53,26,0.49056603773584906,6.406084236605352,0.1208695138982142,,,
2025-03-25 15:36:59.456525,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,,,
2025-03-26 15:50:06.971454,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,,,
2025-03-28 16:17:03.015199,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,
2025-03-31 15:52:36.787208,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,0.0
2025-04-01 15:59:38.779389,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,0.0
2025-04-02 20:30:46.681791,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,
2025-04-03 15:46:03.804026,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,0.0
2025-04-04 15:38:33.855534,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,0.0
2025-04-08 15:57:12.030975,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,0.0
2025-04-10 15:55:49.256138,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,0.0
2025-04-11 15:59:24.665786,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,0.0
2025-04-12 23:46:06.133112,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,
2025-04-14 15:53:41.233708,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,
2025-04-15 10:15:33.004112,72,40,0.5555555555555556,18.268715801488298,0.2537321639095597,0.09438921116084881,0.09748423879048668,
